Latitude,Longitude,updated_type,updated_subtype,Alert_Count
-87.74,41.81,JAM,MODERATE TRAFFIC,6
-87.74,41.81,JAM,STAND STILL TRAFFIC,310
-87.74,41.81,JAM,UNCLASSIFIED,113
-87.74,41.81,ROAD_CLOSED,UNCLASSIFIED,1
-87.74,41.82,ACCIDENT,MAJOR,67
-87.74,41.82,ACCIDENT,MINOR,23
-87.74,41.82,ACCIDENT,UNCLASSIFIED,191
-87.74,41.82,HAZARD,ON ROAD,240
-87.74,41.82,HAZARD,ON ROAD CAR STOPPED,47
-87.74,41.82,HAZARD,ON ROAD CONSTRUCTION,113
-87.74,41.82,HAZARD,ON ROAD EMERGENCY VEHICLE,53
-87.74,41.82,HAZARD,ON ROAD ICE,2
-87.74,41.82,HAZARD,ON ROAD OBJECT,184
-87.74,41.82,HAZARD,ON ROAD POT HOLE,487
-87.74,41.82,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,69
-87.74,41.82,HAZARD,ON SHOULDER CAR STOPPED,1706
-87.74,41.82,HAZARD,UNCLASSIFIED,11
-87.74,41.82,HAZARD,WEATHER,10
-87.74,41.82,HAZARD,WEATHER FLOOD,31
-87.74,41.82,HAZARD,WEATHER FOG,3
-87.74,41.82,HAZARD,WEATHER HEAVY SNOW,1
-87.74,41.82,JAM,HEAVY TRAFFIC,1251
-87.74,41.82,JAM,MODERATE TRAFFIC,43
-87.74,41.82,JAM,STAND STILL TRAFFIC,888
-87.74,41.82,JAM,UNCLASSIFIED,388
-87.74,41.82,ROAD_CLOSED,EVENT,3
-87.74,41.82,ROAD_CLOSED,UNCLASSIFIED,14
-87.74,41.83,HAZARD,ON ROAD,2
-87.74,41.84,ACCIDENT,MINOR,2
-87.74,41.84,ACCIDENT,UNCLASSIFIED,11
-87.74,41.84,HAZARD,ON ROAD,5
-87.74,41.84,HAZARD,ON ROAD CAR STOPPED,2
-87.74,41.84,HAZARD,ON ROAD CONSTRUCTION,3
-87.74,41.84,HAZARD,ON ROAD EMERGENCY VEHICLE,8
-87.74,41.84,HAZARD,ON ROAD OBJECT,5
-87.74,41.84,HAZARD,ON ROAD POT HOLE,26
-87.74,41.84,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,4
-87.74,41.84,HAZARD,ON SHOULDER CAR STOPPED,13
-87.74,41.84,HAZARD,WEATHER,2
-87.74,41.84,HAZARD,WEATHER FLOOD,2
-87.74,41.84,JAM,HEAVY TRAFFIC,35
-87.74,41.84,JAM,STAND STILL TRAFFIC,39
-87.74,41.84,JAM,UNCLASSIFIED,7
-87.74,41.84,ROAD_CLOSED,UNCLASSIFIED,1
-87.74,41.85,ACCIDENT,UNCLASSIFIED,5
-87.74,41.85,HAZARD,ON ROAD,15
-87.74,41.85,HAZARD,ON ROAD CAR STOPPED,4
-87.74,41.85,HAZARD,ON ROAD CONSTRUCTION,35
-87.74,41.85,HAZARD,ON ROAD EMERGENCY VEHICLE,3
-87.74,41.85,HAZARD,ON ROAD OBJECT,12
-87.74,41.85,HAZARD,ON ROAD POT HOLE,69
-87.74,41.85,HAZARD,ON ROAD ROAD KILL,1
-87.74,41.85,HAZARD,ON SHOULDER CAR STOPPED,23
-87.74,41.85,HAZARD,UNCLASSIFIED,3
-87.74,41.85,HAZARD,WEATHER FLOOD,1
-87.74,41.85,JAM,HEAVY TRAFFIC,79
-87.74,41.85,JAM,MODERATE TRAFFIC,2
-87.74,41.85,JAM,STAND STILL TRAFFIC,63
-87.74,41.85,JAM,UNCLASSIFIED,20
-87.74,41.85,ROAD_CLOSED,EVENT,4
-87.74,41.85,ROAD_CLOSED,UNCLASSIFIED,70
-87.74,41.86,HAZARD,ON ROAD,2
-87.74,41.86,HAZARD,ON ROAD CONSTRUCTION,2
-87.74,41.86,HAZARD,ON ROAD EMERGENCY VEHICLE,23
-87.74,41.86,HAZARD,ON ROAD OBJECT,1
-87.74,41.86,HAZARD,ON ROAD POT HOLE,15
-87.74,41.86,HAZARD,UNCLASSIFIED,4
-87.74,41.86,HAZARD,WEATHER FLOOD,1
-87.74,41.86,JAM,HEAVY TRAFFIC,16
-87.74,41.86,JAM,STAND STILL TRAFFIC,8
-87.74,41.86,JAM,UNCLASSIFIED,4
-87.74,41.87,ACCIDENT,MAJOR,61
-87.74,41.87,ACCIDENT,MINOR,10
-87.74,41.87,ACCIDENT,UNCLASSIFIED,144
-87.74,41.87,HAZARD,ON ROAD,186
-87.74,41.87,HAZARD,ON ROAD CAR STOPPED,17
-87.74,41.87,HAZARD,ON ROAD CONSTRUCTION,137
-87.74,41.87,HAZARD,ON ROAD EMERGENCY VEHICLE,38
-87.74,41.87,HAZARD,ON ROAD ICE,1
-87.74,41.87,HAZARD,ON ROAD LANE CLOSED,1
-87.74,41.87,HAZARD,ON ROAD OBJECT,101
-87.74,41.87,HAZARD,ON ROAD POT HOLE,85
-87.74,41.87,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,20
-87.74,41.87,HAZARD,ON SHOULDER ANIMALS,1
-87.74,41.87,HAZARD,ON SHOULDER CAR STOPPED,1808
-87.74,41.87,HAZARD,ON SHOULDER MISSING SIGN,1
-87.74,41.87,HAZARD,UNCLASSIFIED,20
-87.74,41.87,HAZARD,WEATHER,2
-87.74,41.87,HAZARD,WEATHER FLOOD,10
-87.74,41.87,HAZARD,WEATHER FOG,3
-87.74,41.87,JAM,HEAVY TRAFFIC,828
-87.74,41.87,JAM,MODERATE TRAFFIC,21
-87.74,41.87,JAM,STAND STILL TRAFFIC,744
-87.74,41.87,JAM,UNCLASSIFIED,214
-87.74,41.87,ROAD_CLOSED,EVENT,2
-87.74,41.87,ROAD_CLOSED,UNCLASSIFIED,24
-87.74,41.88,ACCIDENT,MINOR,3
-87.74,41.88,ACCIDENT,UNCLASSIFIED,9
-87.74,41.88,HAZARD,ON ROAD,19
-87.74,41.88,HAZARD,ON ROAD CAR STOPPED,2
-87.74,41.88,HAZARD,ON ROAD CONSTRUCTION,25
-87.74,41.88,HAZARD,ON ROAD EMERGENCY VEHICLE,14
-87.74,41.88,HAZARD,ON ROAD ICE,1
-87.74,41.88,HAZARD,ON ROAD OBJECT,6
-87.74,41.88,HAZARD,ON ROAD POT HOLE,42
-87.74,41.88,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,5
-87.74,41.88,HAZARD,ON SHOULDER CAR STOPPED,8
-87.74,41.88,HAZARD,UNCLASSIFIED,1
-87.74,41.88,HAZARD,WEATHER,1
-87.74,41.88,HAZARD,WEATHER FLOOD,3
-87.74,41.88,JAM,HEAVY TRAFFIC,95
-87.74,41.88,JAM,MODERATE TRAFFIC,3
-87.74,41.88,JAM,STAND STILL TRAFFIC,61
-87.74,41.88,JAM,UNCLASSIFIED,50
-87.74,41.88,ROAD_CLOSED,UNCLASSIFIED,6
-87.74,41.89,ACCIDENT,MAJOR,1
-87.74,41.89,ACCIDENT,MINOR,1
-87.74,41.89,ACCIDENT,UNCLASSIFIED,10
-87.74,41.89,HAZARD,ON ROAD,10
-87.74,41.89,HAZARD,ON ROAD CONSTRUCTION,2
-87.74,41.89,HAZARD,ON ROAD EMERGENCY VEHICLE,7
-87.74,41.89,HAZARD,ON ROAD ICE,1
-87.74,41.89,HAZARD,ON ROAD OBJECT,2
-87.74,41.89,HAZARD,ON ROAD POT HOLE,9
-87.74,41.89,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,1
-87.74,41.89,HAZARD,ON SHOULDER CAR STOPPED,10
-87.74,41.89,HAZARD,WEATHER,1
-87.74,41.89,JAM,HEAVY TRAFFIC,13
-87.74,41.89,JAM,STAND STILL TRAFFIC,29
-87.74,41.89,JAM,UNCLASSIFIED,10
-87.74,41.89,ROAD_CLOSED,UNCLASSIFIED,4
-87.74,41.9,ACCIDENT,MINOR,1
-87.74,41.9,ACCIDENT,UNCLASSIFIED,10
-87.74,41.9,HAZARD,ON ROAD,16
-87.74,41.9,HAZARD,ON ROAD CAR STOPPED,1
-87.74,41.9,HAZARD,ON ROAD CONSTRUCTION,8
-87.74,41.9,HAZARD,ON ROAD EMERGENCY VEHICLE,18
-87.74,41.9,HAZARD,ON ROAD OBJECT,10
-87.74,41.9,HAZARD,ON ROAD POT HOLE,49
-87.74,41.9,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,3
-87.74,41.9,HAZARD,ON SHOULDER CAR STOPPED,9
-87.74,41.9,HAZARD,WEATHER FLOOD,5
-87.74,41.9,JAM,HEAVY TRAFFIC,60
-87.74,41.9,JAM,MODERATE TRAFFIC,5
-87.74,41.9,JAM,STAND STILL TRAFFIC,30
-87.74,41.9,JAM,UNCLASSIFIED,37
-87.74,41.9,ROAD_CLOSED,UNCLASSIFIED,2
-87.74,41.910000000000004,ACCIDENT,MINOR,4
-87.74,41.910000000000004,ACCIDENT,UNCLASSIFIED,18
-87.74,41.910000000000004,HAZARD,ON ROAD,18
-87.74,41.910000000000004,HAZARD,ON ROAD CAR STOPPED,2
-87.74,41.910000000000004,HAZARD,ON ROAD CONSTRUCTION,14
-87.74,41.910000000000004,HAZARD,ON ROAD EMERGENCY VEHICLE,31
-87.74,41.910000000000004,HAZARD,ON ROAD OBJECT,4
-87.74,41.910000000000004,HAZARD,ON ROAD POT HOLE,38
-87.74,41.910000000000004,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,11
-87.74,41.910000000000004,HAZARD,ON SHOULDER CAR STOPPED,12
-87.74,41.910000000000004,HAZARD,WEATHER,2
-87.74,41.910000000000004,HAZARD,WEATHER FLOOD,2
-87.74,41.910000000000004,JAM,HEAVY TRAFFIC,41
-87.74,41.910000000000004,JAM,MODERATE TRAFFIC,1
-87.74,41.910000000000004,JAM,STAND STILL TRAFFIC,56
-87.74,41.910000000000004,JAM,UNCLASSIFIED,35
-87.74,41.910000000000004,ROAD_CLOSED,UNCLASSIFIED,1
-87.74,41.92,ACCIDENT,UNCLASSIFIED,13
-87.74,41.92,HAZARD,ON ROAD,20
-87.74,41.92,HAZARD,ON ROAD CAR STOPPED,3
-87.74,41.92,HAZARD,ON ROAD CONSTRUCTION,18
-87.74,41.92,HAZARD,ON ROAD EMERGENCY VEHICLE,4
-87.74,41.92,HAZARD,ON ROAD OBJECT,8
-87.74,41.92,HAZARD,ON ROAD POT HOLE,42
-87.74,41.92,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,15
-87.74,41.92,HAZARD,ON SHOULDER CAR STOPPED,4
-87.74,41.92,HAZARD,WEATHER,1
-87.74,41.92,JAM,HEAVY TRAFFIC,50
-87.74,41.92,JAM,MODERATE TRAFFIC,6
-87.74,41.92,JAM,STAND STILL TRAFFIC,19
-87.74,41.92,JAM,UNCLASSIFIED,43
-87.74,41.92,ROAD_CLOSED,UNCLASSIFIED,5
-87.74,41.93,ACCIDENT,MAJOR,1
-87.74,41.93,ACCIDENT,UNCLASSIFIED,12
-87.74,41.93,HAZARD,ON ROAD,25
-87.74,41.93,HAZARD,ON ROAD CAR STOPPED,2
-87.74,41.93,HAZARD,ON ROAD CONSTRUCTION,6
-87.74,41.93,HAZARD,ON ROAD EMERGENCY VEHICLE,3
-87.74,41.93,HAZARD,ON ROAD OBJECT,2
-87.74,41.93,HAZARD,ON ROAD POT HOLE,11
-87.74,41.93,HAZARD,ON SHOULDER CAR STOPPED,3
-87.74,41.93,HAZARD,WEATHER,3
-87.74,41.93,HAZARD,WEATHER FLOOD,2
-87.74,41.93,JAM,HEAVY TRAFFIC,46
-87.74,41.93,JAM,MODERATE TRAFFIC,2
-87.74,41.93,JAM,STAND STILL TRAFFIC,32
-87.74,41.93,JAM,UNCLASSIFIED,35
-87.74,41.93,ROAD_CLOSED,UNCLASSIFIED,4
-87.74,41.94,ACCIDENT,UNCLASSIFIED,10
-87.74,41.94,HAZARD,ON ROAD,17
-87.74,41.94,HAZARD,ON ROAD CONSTRUCTION,8
-87.74,41.94,HAZARD,ON ROAD EMERGENCY VEHICLE,47
-87.74,41.94,HAZARD,ON ROAD ICE,1
-87.74,41.94,HAZARD,ON ROAD OBJECT,6
-87.74,41.94,HAZARD,ON ROAD POT HOLE,31
-87.74,41.94,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,8
-87.74,41.94,HAZARD,ON SHOULDER CAR STOPPED,5
-87.74,41.94,HAZARD,UNCLASSIFIED,2
-87.74,41.94,HAZARD,WEATHER,5
-87.74,41.94,HAZARD,WEATHER FLOOD,8
-87.74,41.94,JAM,HEAVY TRAFFIC,66
-87.74,41.94,JAM,MODERATE TRAFFIC,2
-87.74,41.94,JAM,STAND STILL TRAFFIC,62
-87.74,41.94,JAM,UNCLASSIFIED,22
-87.74,41.94,ROAD_CLOSED,UNCLASSIFIED,5
-87.74,41.95,ACCIDENT,MAJOR,3
-87.74,41.95,ACCIDENT,MINOR,6
-87.74,41.95,ACCIDENT,UNCLASSIFIED,28
-87.74,41.95,HAZARD,ON ROAD,52
-87.74,41.95,HAZARD,ON ROAD CAR STOPPED,6
-87.74,41.95,HAZARD,ON ROAD CONSTRUCTION,82
-87.74,41.95,HAZARD,ON ROAD EMERGENCY VEHICLE,19
-87.74,41.95,HAZARD,ON ROAD OBJECT,16
-87.74,41.95,HAZARD,ON ROAD POT HOLE,75
-87.74,41.95,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,5
-87.74,41.95,HAZARD,ON SHOULDER CAR STOPPED,26
-87.74,41.95,HAZARD,WEATHER,5
-87.74,41.95,HAZARD,WEATHER FLOOD,2
-87.74,41.95,HAZARD,WEATHER FOG,1
-87.74,41.95,HAZARD,WEATHER HEAVY SNOW,1
-87.74,41.95,JAM,HEAVY TRAFFIC,311
-87.74,41.95,JAM,MODERATE TRAFFIC,11
-87.74,41.95,JAM,STAND STILL TRAFFIC,458
-87.74,41.95,JAM,UNCLASSIFIED,118
-87.74,41.95,ROAD_CLOSED,CONSTRUCTION,1
-87.74,41.95,ROAD_CLOSED,EVENT,5
-87.74,41.95,ROAD_CLOSED,UNCLASSIFIED,85
-87.74,41.96,ACCIDENT,MAJOR,41
-87.74,41.96,ACCIDENT,MINOR,38
-87.74,41.96,ACCIDENT,UNCLASSIFIED,209
-87.74,41.96,HAZARD,ON ROAD,250
-87.74,41.96,HAZARD,ON ROAD CAR STOPPED,47
-87.74,41.96,HAZARD,ON ROAD CONSTRUCTION,257
-87.74,41.96,HAZARD,ON ROAD EMERGENCY VEHICLE,46
-87.74,41.96,HAZARD,ON ROAD ICE,1
-87.74,41.96,HAZARD,ON ROAD OBJECT,154
-87.74,41.96,HAZARD,ON ROAD POT HOLE,92
-87.74,41.96,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,10
-87.74,41.96,HAZARD,ON SHOULDER CAR STOPPED,2158
-87.74,41.96,HAZARD,UNCLASSIFIED,16
-87.74,41.96,HAZARD,WEATHER,7
-87.74,41.96,HAZARD,WEATHER FLOOD,16
-87.74,41.96,HAZARD,WEATHER FOG,7
-87.74,41.96,JAM,HEAVY TRAFFIC,2945
-87.74,41.96,JAM,MODERATE TRAFFIC,51
-87.74,41.96,JAM,STAND STILL TRAFFIC,2287
-87.74,41.96,JAM,UNCLASSIFIED,571
-87.74,41.96,ROAD_CLOSED,CONSTRUCTION,1
-87.74,41.96,ROAD_CLOSED,EVENT,1
-87.74,41.96,ROAD_CLOSED,UNCLASSIFIED,27
-87.74,41.97,ACCIDENT,MAJOR,1
-87.74,41.97,ACCIDENT,MINOR,1
-87.74,41.97,ACCIDENT,UNCLASSIFIED,16
-87.74,41.97,HAZARD,ON ROAD,24
-87.74,41.97,HAZARD,ON ROAD CAR STOPPED,3
-87.74,41.97,HAZARD,ON ROAD CONSTRUCTION,15
-87.74,41.97,HAZARD,ON ROAD EMERGENCY VEHICLE,2
-87.74,41.97,HAZARD,ON ROAD ICE,1
-87.74,41.97,HAZARD,ON ROAD OBJECT,5
-87.74,41.97,HAZARD,ON ROAD POT HOLE,27
-87.74,41.97,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,3
-87.74,41.97,HAZARD,ON SHOULDER CAR STOPPED,6
-87.74,41.97,HAZARD,WEATHER,5
-87.74,41.97,HAZARD,WEATHER FLOOD,2
-87.74,41.97,HAZARD,WEATHER HEAVY SNOW,2
-87.74,41.97,JAM,HEAVY TRAFFIC,349
-87.74,41.97,JAM,MODERATE TRAFFIC,15
-87.74,41.97,JAM,STAND STILL TRAFFIC,286
-87.74,41.97,JAM,UNCLASSIFIED,128
-87.74,41.97,ROAD_CLOSED,CONSTRUCTION,4
-87.74,41.97,ROAD_CLOSED,UNCLASSIFIED,26
-87.74,41.980000000000004,ACCIDENT,MAJOR,1
-87.74,41.980000000000004,ACCIDENT,MINOR,1
-87.74,41.980000000000004,ACCIDENT,UNCLASSIFIED,10
-87.74,41.980000000000004,HAZARD,ON ROAD,25
-87.74,41.980000000000004,HAZARD,ON ROAD CAR STOPPED,6
-87.74,41.980000000000004,HAZARD,ON ROAD CONSTRUCTION,56
-87.74,41.980000000000004,HAZARD,ON ROAD OBJECT,13
-87.74,41.980000000000004,HAZARD,ON ROAD POT HOLE,80
-87.74,41.980000000000004,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,2
-87.74,41.980000000000004,HAZARD,ON SHOULDER CAR STOPPED,31
-87.74,41.980000000000004,HAZARD,WEATHER FLOOD,2
-87.74,41.980000000000004,HAZARD,WEATHER FOG,1
-87.74,41.980000000000004,JAM,HEAVY TRAFFIC,62
-87.74,41.980000000000004,JAM,MODERATE TRAFFIC,6
-87.74,41.980000000000004,JAM,STAND STILL TRAFFIC,36
-87.74,41.980000000000004,JAM,UNCLASSIFIED,26
-87.74,41.980000000000004,ROAD_CLOSED,EVENT,10
-87.74,41.980000000000004,ROAD_CLOSED,UNCLASSIFIED,15
-87.74,41.99,ACCIDENT,MINOR,1
-87.74,41.99,ACCIDENT,UNCLASSIFIED,12
-87.74,41.99,HAZARD,ON ROAD,23
-87.74,41.99,HAZARD,ON ROAD CAR STOPPED,2
-87.74,41.99,HAZARD,ON ROAD CONSTRUCTION,13
-87.74,41.99,HAZARD,ON ROAD OBJECT,12
-87.74,41.99,HAZARD,ON ROAD POT HOLE,39
-87.74,41.99,HAZARD,ON ROAD ROAD KILL,2
-87.74,41.99,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,1
-87.74,41.99,HAZARD,ON SHOULDER CAR STOPPED,14
-87.74,41.99,HAZARD,WEATHER,1
-87.74,41.99,HAZARD,WEATHER FOG,1
-87.74,41.99,JAM,HEAVY TRAFFIC,54
-87.74,41.99,JAM,MODERATE TRAFFIC,7
-87.74,41.99,JAM,STAND STILL TRAFFIC,20
-87.74,41.99,JAM,UNCLASSIFIED,28
-87.74,41.99,ROAD_CLOSED,UNCLASSIFIED,2
-87.74,42.0,ACCIDENT,MINOR,1
-87.74,42.0,ACCIDENT,UNCLASSIFIED,5
-87.74,42.0,HAZARD,ON ROAD,11
-87.74,42.0,HAZARD,ON ROAD CAR STOPPED,4
-87.74,42.0,HAZARD,ON ROAD CONSTRUCTION,27
-87.74,42.0,HAZARD,ON ROAD OBJECT,1
-87.74,42.0,HAZARD,ON ROAD POT HOLE,32
-87.74,42.0,HAZARD,ON SHOULDER CAR STOPPED,5
-87.74,42.0,HAZARD,UNCLASSIFIED,2
-87.74,42.0,JAM,HEAVY TRAFFIC,15
-87.74,42.0,JAM,MODERATE TRAFFIC,1
-87.74,42.0,JAM,STAND STILL TRAFFIC,4
-87.74,42.0,JAM,UNCLASSIFIED,10
-87.73,41.69,JAM,UNCLASSIFIED,1
-87.73,41.74,ACCIDENT,MAJOR,1
-87.73,41.74,ACCIDENT,UNCLASSIFIED,1
-87.73,41.74,HAZARD,ON ROAD,6
-87.73,41.74,HAZARD,ON ROAD CONSTRUCTION,3
-87.73,41.74,HAZARD,ON ROAD EMERGENCY VEHICLE,3
-87.73,41.74,HAZARD,ON ROAD POT HOLE,4
-87.73,41.74,HAZARD,ON SHOULDER CAR STOPPED,3
-87.73,41.74,HAZARD,WEATHER,1
-87.73,41.74,HAZARD,WEATHER FLOOD,2
-87.73,41.74,JAM,HEAVY TRAFFIC,3
-87.73,41.74,JAM,STAND STILL TRAFFIC,1
-87.73,41.74,JAM,UNCLASSIFIED,7
-87.73,41.75,ACCIDENT,MAJOR,1
-87.73,41.75,ACCIDENT,MINOR,1
-87.73,41.75,ACCIDENT,UNCLASSIFIED,14
-87.73,41.75,HAZARD,ON ROAD,8
-87.73,41.75,HAZARD,ON ROAD CONSTRUCTION,1
-87.73,41.75,HAZARD,ON ROAD OBJECT,4
-87.73,41.75,HAZARD,ON ROAD POT HOLE,14
-87.73,41.75,HAZARD,ON SHOULDER CAR STOPPED,9
-87.73,41.75,HAZARD,WEATHER,3
-87.73,41.75,JAM,HEAVY TRAFFIC,4
-87.73,41.75,JAM,MODERATE TRAFFIC,1
-87.73,41.75,JAM,STAND STILL TRAFFIC,2
-87.73,41.75,JAM,UNCLASSIFIED,11
-87.73,41.76,ACCIDENT,UNCLASSIFIED,1
-87.73,41.76,HAZARD,ON ROAD,1
-87.73,41.76,HAZARD,ON ROAD EMERGENCY VEHICLE,11
-87.73,41.76,HAZARD,ON ROAD POT HOLE,18
-87.73,41.76,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,1
-87.73,41.76,HAZARD,WEATHER FLOOD,2
-87.73,41.76,JAM,STAND STILL TRAFFIC,2
-87.73,41.76,ROAD_CLOSED,UNCLASSIFIED,2
-87.73,41.77,ACCIDENT,MINOR,1
-87.73,41.77,ACCIDENT,UNCLASSIFIED,12
-87.73,41.77,HAZARD,ON ROAD,7
-87.73,41.77,HAZARD,ON ROAD CONSTRUCTION,9
-87.73,41.77,HAZARD,ON ROAD OBJECT,1
-87.73,41.77,HAZARD,ON ROAD POT HOLE,14
-87.73,41.77,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,2
-87.73,41.77,HAZARD,ON SHOULDER CAR STOPPED,1
-87.73,41.77,JAM,HEAVY TRAFFIC,17
-87.73,41.77,JAM,MODERATE TRAFFIC,1
-87.73,41.77,JAM,STAND STILL TRAFFIC,26
-87.73,41.77,JAM,UNCLASSIFIED,13
-87.73,41.78,ACCIDENT,MAJOR,2
-87.73,41.78,ACCIDENT,MINOR,5
-87.73,41.78,ACCIDENT,UNCLASSIFIED,8
-87.73,41.78,HAZARD,ON ROAD,4
-87.73,41.78,HAZARD,ON ROAD CAR STOPPED,1
-87.73,41.78,HAZARD,ON ROAD CONSTRUCTION,7
-87.73,41.78,HAZARD,ON ROAD EMERGENCY VEHICLE,3
-87.73,41.78,HAZARD,ON ROAD ICE,1
-87.73,41.78,HAZARD,ON ROAD OBJECT,1
-87.73,41.78,HAZARD,ON ROAD POT HOLE,6
-87.73,41.78,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,2
-87.73,41.78,HAZARD,ON SHOULDER CAR STOPPED,3
-87.73,41.78,JAM,HEAVY TRAFFIC,32
-87.73,41.78,JAM,STAND STILL TRAFFIC,38
-87.73,41.78,JAM,UNCLASSIFIED,16
-87.73,41.78,ROAD_CLOSED,UNCLASSIFIED,3
-87.73,41.79,ACCIDENT,UNCLASSIFIED,9
-87.73,41.79,HAZARD,ON ROAD,12
-87.73,41.79,HAZARD,ON ROAD CONSTRUCTION,10
-87.73,41.79,HAZARD,ON ROAD EMERGENCY VEHICLE,4
-87.73,41.79,HAZARD,ON ROAD OBJECT,5
-87.73,41.79,HAZARD,ON ROAD POT HOLE,45
-87.73,41.79,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,2
-87.73,41.79,HAZARD,ON SHOULDER CAR STOPPED,3
-87.73,41.79,HAZARD,WEATHER,1
-87.73,41.79,JAM,HEAVY TRAFFIC,45
-87.73,41.79,JAM,MODERATE TRAFFIC,1
-87.73,41.79,JAM,STAND STILL TRAFFIC,39
-87.73,41.79,JAM,UNCLASSIFIED,24
-87.73,41.79,ROAD_CLOSED,UNCLASSIFIED,9
-87.73,41.800000000000004,ACCIDENT,MAJOR,1
-87.73,41.800000000000004,ACCIDENT,UNCLASSIFIED,10
-87.73,41.800000000000004,HAZARD,ON ROAD,9
-87.73,41.800000000000004,HAZARD,ON ROAD CONSTRUCTION,3
-87.73,41.800000000000004,HAZARD,ON ROAD EMERGENCY VEHICLE,1
-87.73,41.800000000000004,HAZARD,ON ROAD ICE,1
-87.73,41.800000000000004,HAZARD,ON ROAD OBJECT,1
-87.73,41.800000000000004,HAZARD,ON ROAD POT HOLE,19
-87.73,41.800000000000004,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,2
-87.73,41.800000000000004,HAZARD,ON SHOULDER CAR STOPPED,4
-87.73,41.800000000000004,JAM,HEAVY TRAFFIC,33
-87.73,41.800000000000004,JAM,MODERATE TRAFFIC,2
-87.73,41.800000000000004,JAM,STAND STILL TRAFFIC,22
-87.73,41.800000000000004,JAM,UNCLASSIFIED,21
-87.73,41.800000000000004,ROAD_CLOSED,UNCLASSIFIED,3
-87.73,41.81,ACCIDENT,MAJOR,3
-87.73,41.81,ACCIDENT,MINOR,1
-87.73,41.81,ACCIDENT,UNCLASSIFIED,5
-87.73,41.81,HAZARD,ON ROAD,6
-87.73,41.81,HAZARD,ON ROAD CAR STOPPED,2
-87.73,41.81,HAZARD,ON ROAD CONSTRUCTION,4
-87.73,41.81,HAZARD,ON ROAD EMERGENCY VEHICLE,8
-87.73,41.81,HAZARD,ON ROAD OBJECT,1
-87.73,41.81,HAZARD,ON ROAD POT HOLE,13
-87.73,41.81,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,1
-87.73,41.81,HAZARD,ON SHOULDER CAR STOPPED,3
-87.73,41.81,HAZARD,WEATHER,1
-87.73,41.81,JAM,HEAVY TRAFFIC,38
-87.73,41.81,JAM,MODERATE TRAFFIC,1
-87.73,41.81,JAM,STAND STILL TRAFFIC,44
-87.73,41.81,JAM,UNCLASSIFIED,17
-87.73,41.81,ROAD_CLOSED,UNCLASSIFIED,2
-87.73,41.82,ACCIDENT,MAJOR,34
-87.73,41.82,ACCIDENT,MINOR,13
-87.73,41.82,ACCIDENT,UNCLASSIFIED,106
-87.73,41.82,HAZARD,ON ROAD,172
-87.73,41.82,HAZARD,ON ROAD CAR STOPPED,28
-87.73,41.82,HAZARD,ON ROAD CONSTRUCTION,74
-87.73,41.82,HAZARD,ON ROAD EMERGENCY VEHICLE,23
-87.73,41.82,HAZARD,ON ROAD ICE,1
-87.73,41.82,HAZARD,ON ROAD OBJECT,123
-87.73,41.82,HAZARD,ON ROAD POT HOLE,168
-87.73,41.82,HAZARD,ON ROAD TRAFFIC LIGHT FAULT,4
-87.73,41.82,HAZARD,ON SHOULDER,1
-87.73,41.82,HAZARD,ON SHOULDER ANIMALS,1
-87.73,41.82,HAZARD,ON SHOULDER CAR STOPPED,2349
-87.73,41.82,HAZARD,ON SHOULDER MISSING SIGN,1
-87.73,41.82,HAZARD,UNCLASSIFIED,4
-87.73,41.82,HAZARD,WEATHER,4
-87.73,41.82,HAZARD,WEATHER FLOOD,6
-87.73,41.82,HAZARD,WEATHER FOG,2
-87.73,41.82,JAM,HEAVY TRAFFIC,705
-87.73,41.82,JAM,MODERATE TRAFFIC,60
-87.73,41.82,JAM,STAND STILL TRAFFIC,359
-87.73,41.82,JAM,UNCLASSIFIED,331
-87.73,41.82,ROAD_CLOSED,EVENT,3
-87.73,41.82,ROAD_CLOSED,UNCLASSIFIED,1
-87.73,41.83,ACCIDENT,MAJOR,1
-87.73,41.83,HAZARD,ON ROAD,4
-87.73,41.83,HAZARD,ON SHOULDER CAR STOPPED,3
-87.73,41.83,JAM,UNCLASSIFIED,2
-87.73,41.84,ACCIDENT,MAJOR,1
-87.73,41.84,ACCIDENT,MINOR,1
